Number of interventions	Set number	Force Set	Type of regulation	Min Flux in Wild-type(mmol/gDW hr)	Max Flux in Wild-type (mmol/gDW hr)	Min Flux in Mutant (mmol/gDW hr)	Max Flux in Mutant (mmol/gDW hr)	Achieved flux (mmol/gDW hr)	Objective function (mmol/gDW hr)	Minimum guaranteed for target (mmol/gDW hr)	Maximum guaranteed for target (mmol/gDW hr)	Maximum growth rate (1/hr)
1	1	{RR-BUTANEDIOL-DEHYDROGENASE-RXN}	{upregulation}	{0}	{-3.6993e-12}	{4.8912}	{4.8912}	{4.8912}	4.8912	4.8912	4.8912	0.0086
1	2	{ACETOLACTSYN-RXN}	{upregulation}	{0.025817}	{0.025817}	{4.8938}	{4.8938}	{4.8938}	4.8912	4.8912	4.8912	0.0086
1	3	{ACETOLACTATE-DECARBOXYLASE-RXN}	{upregulation}	{0}	{-3.6993e-12}	{4.8912}	{4.8912}	{4.8912}	4.8912	4.8912	4.8912	0.0086
1	4	{ethanol_tx}	{knockout}	{-6.0176}	{-6.0176}	{-0.00012414}	{0}	{0}	2.0179	4.1825	4.1825	0.0227
1	5	{ALCOHOL-DEHYDROG-RXN}	{knockout}	{6.0176}	{6.0176}	{0}	{0.00012364}	{0}	2.0179	4.1825	4.1825	0.0227
1	6	{EX_ETOH}	{knockout}	{6.0176}	{6.0176}	{0}	{0.00012364}	{0}	2.0179	4.1825	4.1825	0.0227
1	7	{ALCOHOL-DEHYDROG-RXN}	{downregulation}	{6.0176}	{6.0176}	{0}	{0.00012364}	{0.00012364}	2.0176	4.1824	4.1824	0.0227
1	8	{EX_ETOH}	{downregulation}	{6.0176}	{6.0176}	{0}	{0.00012364}	{0.00012364}	2.0176	4.1824	4.1824	0.0227
1	9	{ALARACECAT-RXN}	{knockout}	{1.4279e-05}	{1.4279e-05}	{1.4263e-06}	{5.5815e-05}	{0}	0.0003	0.0000	4.9485	-0.0000
1	10	{GPPSYN-RXN}	{knockout}	{3.0276e-06}	{3.0276e-06}	{3.0241e-07}	{2.4447e-06}	{0}	0.0003	0.0000	4.9485	-0.0000
1	11	{FPPSYN-RXN}	{knockout}	{3.0276e-06}	{3.0276e-06}	{3.0241e-07}	{2.4447e-06}	{0}	0.0003	0.0000	4.9485	-0.0000
1	12	{2.7.1.148-RXN}	{knockout}	{3.3304e-05}	{3.3304e-05}	{0}	{2.6892e-05}	{0}	0.0003	0.0000	4.9485	-0.0000
1	13	{RXN0-5405}	{knockout}	{3.0276e-06}	{3.0276e-06}	{3.0241e-07}	{2.4447e-06}	{0}	0.0003	0.0000	4.9485	-0.0000
1	14	{2.7.7.60-RXN}	{knockout}	{3.3304e-05}	{3.3304e-05}	{0}	{2.6892e-05}	{0}	0.0003	0.0000	4.9485	-0.0000
1	15	{NACGLCTRANS-RXN}	{knockout}	{6.0552e-06}	{6.0552e-06}	{6.0482e-07}	{4.8895e-06}	{0}	0.0003	0.0000	4.9485	-0.0000
1	16	{NAG1P-URIDYLTRANS-RXN}	{knockout}	{1.2197e-05}	{1.25e-05}	{1.2183e-06}	{9.8155e-06}	{0}	0.0003	0.0000	4.9485	-0.0000
1	17	{DXPREDISOM-RXN}	{knockout}	{3.3304e-05}	{3.3304e-05}	{0}	{2.6892e-05}	{0}	0.0003	0.0000	4.9485	-0.0000
1	18	{UDPNACETYLMURAMATEDEHYDROG-RXN}	{knockout}	{6.0552e-06}	{6.0552e-06}	{6.0482e-07}	{4.8895e-06}	{0}	0.0003	0.0000	4.9485	-0.0000
1	19	{DALADALALIG-RXN}	{knockout}	{6.0552e-06}	{6.0552e-06}	{6.0482e-07}	{4.8895e-06}	{0}	0.0003	0.0000	4.9485	-0.0000
1	20	{2.3.1.157-RXN}	{knockout}	{1.2197e-05}	{1.25e-05}	{1.2183e-06}	{9.8155e-06}	{0}	0.0003	0.0000	4.9485	-0.0000
1	21	{5.4.2.10-RXN}	{knockout}	{-1.25e-05}	{-1.2197e-05}	{-9.8155e-06}	{-1.2183e-06}	{0}	0.0003	0.0000	4.9485	-0.0000
1	22	{UDP-NACMUR-ALA-LIG-RXN}	{knockout}	{6.0552e-06}	{6.0552e-06}	{6.0482e-07}	{4.8895e-06}	{0}	0.0003	0.0000	4.9485	-0.0000
1	23	{GLUTRACE-RXN}	{knockout}	{6.0552e-06}	{6.0552e-06}	{6.0482e-07}	{4.8895e-06}	{0}	0.0003	0.0000	4.9485	-0.0000
1	24	{L-GLN-FRUCT-6-P-AMINOTRANS-RXN}	{knockout}	{1.2197e-05}	{1.25e-05}	{1.2183e-06}	{9.8155e-06}	{-1.1102e-16}	0.0003	0.0000	4.9485	-0.0000
1	25	{UDP-NACMURALA-GLU-LIG-RXN}	{knockout}	{6.0552e-06}	{6.0552e-06}	{6.0482e-07}	{4.8895e-06}	{0}	0.0003	0.0000	4.9485	-0.0000
1	26	{DXS-RXN}	{knockout}	{3.3304e-05}	{3.3304e-05}	{0}	{2.6892e-05}	{0}	0.0003	0.0000	4.9485	-0.0000
1	27	{UNDECAPRENYL-DIPHOSPHATASE-RXN}	{knockout}	{6.0552e-06}	{6.0552e-06}	{6.0482e-07}	{4.8895e-06}	{0}	0.0003	0.0000	4.9485	-0.0000
1	28	{RXN-8999}	{knockout}	{3.0276e-06}	{3.0276e-06}	{0}	{0}	{0}	0.0003	0.0000	4.9485	-0.0000
1	29	{RXN0-882}	{knockout}	{3.3304e-05}	{3.3304e-05}	{0}	{2.6892e-05}	{0}	0.0003	0.0000	4.9485	-0.0000
