Number of interventions	Set number	Force Set	Type of regulation	Min Flux in Wild-type(mmol/gDW hr)	Max Flux in Wild-type (mmol/gDW hr)	Min Flux in Mutant (mmol/gDW hr)	Max Flux in Mutant (mmol/gDW hr)	Achieved flux (mmol/gDW hr)	Objective function (mmol/gDW hr)	Minimum guaranteed for target (mmol/gDW hr)	Maximum guaranteed for target (mmol/gDW hr)	Maximum growth rate (1/hr)
2	1	{ACETOLACTSYN-RXN, RXN-14074}	{upregulation, knockout}	{0.025817, 0.33104}	{0.025817, 999.8388}	{4.8938, 0}	{4.8938, 999.9839}	{4.8938, 0}	4.8912	4.8912	4.8912	0.0086
2	2	{ACETOLACTSYN-RXN, FHLMULTI-RXN}	{upregulation, knockout}	{0.025817, -1000}	{0.025817, 1000}	{4.8938, -1000}	{4.8938, 1000}	{4.8938, 8.5265e-14}	4.8912	4.8912	4.8912	0.0086
2	3	{ACETOLACTATE-DECARBOXYLASE-RXN, PYRUFERREDUCT-RXN}	{upregulation, upregulation}	{0, 0.37484}	{-3.6993e-12, 0.37484}	{4.8912, 9.569}	{4.8912, 11.9092}	{4.8912, 9.8975}	4.8912	4.8912	4.8912	0.0086
2	4	{RR-BUTANEDIOL-DEHYDROGENASE-RXN, PHOSACETYLTRANS-RXN}	{upregulation, knockout}	{0, 9.3226}	{-3.6993e-12, 9.3226}	{4.8912, 0}	{4.8912, 0.55817}	{4.8912, 0}	4.8912	4.8912	4.8912	0.0086
2	5	{RR-BUTANEDIOL-DEHYDROGENASE-RXN, PYRUFERREDUCT-RXN}	{upregulation, upregulation}	{0, 0.37484}	{-3.6993e-12, 0.37484}	{4.8912, 9.569}	{4.8912, 11.9092}	{4.8912, 9.8975}	4.8912	4.8912	4.8912	0.0086
2	6	{ACETOLACTATE-DECARBOXYLASE-RXN, GART-RXN}	{upregulation, knockout}	{0, -9.6885}	{-3.6993e-12, 0.048916}	{4.8912, -9.6138}	{4.8912, 0.004939}	{4.8912, 0}	4.8912	4.8912	4.8912	0.0086
2	7	{ACETOLACTSYN-RXN, EX_ETOH}	{upregulation, knockout}	{0.025817, 6.0176}	{0.025817, 6.0176}	{4.8938, 0}	{4.8938, 0.00012364}	{4.8938, 0}	4.8912	4.8912	4.8912	0.0086
2	8	{ACETOLACTSYN-RXN, hyt_nadp}	{upregulation, knockout}	{0.025817, -483.479}	{0.025817, 516.521}	{4.8938, -483.479}	{4.8938, 516.521}	{4.8938, 0}	4.8912	 NaN	4.8912	0.0086
2	9	{RR-BUTANEDIOL-DEHYDROGENASE-RXN, hyt_nadp}	{upregulation, knockout}	{0, -483.479}	{-3.6993e-12, 516.521}	{4.8912, -483.479}	{4.8912, 516.521}	{4.8912, 0}	4.8912	4.8912	4.8912	0.0086
2	10	{ACETOLACTATE-DECARBOXYLASE-RXN, hyt_nadp}	{upregulation, knockout}	{0, -483.479}	{-3.6993e-12, 516.521}	{4.8912, -483.479}	{4.8912, 516.521}	{4.8912, 0}	4.8912	4.8912	4.8912	0.0086
